"Dates"	"Value"	"Modif"
2011-01-01	83	"NO"
2011-01-02	84	"NO"
2011-01-03	84	"NO"
2011-01-04	83	"NO"
2011-01-05	83	"NO"
2011-01-06	83	"NO"
2011-01-07	83	"NO"
2011-01-08	81.6568658530517	"SI"
2011-01-09	82	"NO"
2011-01-10	83	"NO"
2011-01-11	82	"NO"
2011-01-12	83	"NO"
2011-01-13	83	"NO"
2011-01-14	83	"NO"
2011-01-15	81	"NO"
2011-01-16	83	"NO"
2011-01-17	83	"NO"
2011-01-18	84	"NO"
2011-01-19	83	"NO"
2011-01-20	82	"NO"
2011-01-21	83	"NO"
2011-01-22	84	"NO"
2011-01-23	82	"NO"
2011-01-24	82	"NO"
2011-01-25	84	"NO"
2011-01-26	83	"NO"
2011-01-27	83	"NO"
2011-01-28	83	"NO"
2011-01-29	84	"NO"
2011-01-30	83	"NO"
2011-01-31	83	"NO"
2011-02-01	84	"NO"
2011-02-02	83	"NO"
2011-02-03	83	"NO"
2011-02-04	83	"NO"
2011-02-05	83	"NO"
2011-02-06	85	"NO"
2011-02-07	82	"NO"
2011-02-08	83	"NO"
2011-02-09	83	"NO"
2011-02-10	83	"NO"
2011-02-11	82	"NO"
2011-02-12	83	"NO"
2011-02-13	83	"NO"
2011-02-14	83	"NO"
2011-02-15	83	"NO"
2011-02-16	83	"NO"
2011-02-17	84	"NO"
2011-02-18	83	"NO"
2011-02-19	83	"NO"
2011-02-20	83	"NO"
2011-02-21	82	"NO"
2011-02-22	81	"NO"
2011-02-23	83	"NO"
2011-02-24	82	"NO"
2011-02-25	82	"NO"
2011-02-26	82	"NO"
2011-02-27	82	"NO"
2011-02-28	81	"NO"
2011-03-01	85	"NO"
2011-03-02	84	"NO"
2011-03-03	83	"NO"
2011-03-04	83	"NO"
2011-03-05	83	"NO"
2011-03-06	82	"NO"
2011-03-07	84	"NO"
2011-03-08	84	"NO"
2011-03-09	83	"NO"
2011-03-10	81	"NO"
2011-03-11	83	"NO"
2011-03-12	83	"NO"
2011-03-13	83	"NO"
2011-03-14	83	"NO"
2011-03-15	84	"NO"
2011-03-16	83	"NO"
2011-03-17	84	"NO"
2011-03-18	83	"NO"
2011-03-19	83	"NO"
2011-03-20	84	"NO"
2011-03-21	80	"NO"
2011-03-22	84	"NO"
2011-03-23	81	"NO"
2011-03-24	83	"NO"
2011-03-25	84	"NO"
2011-03-26	82	"NO"
2011-03-27	83	"NO"
2011-03-28	83	"NO"
2011-03-29	83	"NO"
2011-03-30	83	"NO"
2011-03-31	83	"NO"
2011-04-01	80.9253232370587	"SI"
2011-04-02	85	"NO"
2011-04-03	81.6481173952835	"SI"
2011-04-04	83	"NO"
2011-04-05	82	"NO"
2011-04-06	83	"NO"
2011-04-07	80.8985982985683	"SI"
2011-04-08	83	"NO"
2011-04-09	82	"NO"
2011-04-10	82	"NO"
2011-04-11	81	"NO"
2011-04-12	84	"NO"
2011-04-13	82.4275272949464	"SI"
2011-04-14	82	"NO"
2011-04-15	78	"NO"
2011-04-16	82.446654213266	"SI"
2011-04-17	84	"NO"
2011-04-18	81.4659692426969	"SI"
2011-04-19	82	"NO"
2011-04-20	81	"NO"
2011-04-21	82	"NO"
2011-04-22	81	"NO"
2011-04-23	82	"NO"
2011-04-24	82	"NO"
2011-04-25	80	"NO"
2011-04-26	80	"NO"
2011-04-27	82	"NO"
2011-04-28	81	"NO"
2011-04-29	82	"NO"
2011-04-30	81	"NO"
2011-05-01	80	"NO"
2011-05-02	80.2588417168727	"SI"
2011-05-03	81.9096793818616	"SI"
2011-05-04	80	"NO"
2011-05-05	81	"NO"
2011-05-06	82	"NO"
2011-05-07	81	"NO"
2011-05-08	82	"NO"
2011-05-09	83	"NO"
2011-05-10	83	"NO"
2011-05-11	81	"NO"
2011-05-12	81	"NO"
2011-05-13	83	"NO"
2011-05-14	87	"NO"
2011-05-15	84	"NO"
2011-05-16	85	"NO"
2011-05-17	85	"NO"
2011-05-18	84	"NO"
2011-05-19	85	"NO"
2011-05-20	83	"NO"
2011-05-21	81	"NO"
2011-05-22	84	"NO"
2011-05-23	83	"NO"
2011-05-24	80	"NO"
2011-05-25	81.6874020340212	"SI"
2011-05-26	80	"NO"
2011-05-27	82	"NO"
2011-05-28	84	"NO"
2011-05-29	84	"NO"
2011-05-30	83	"NO"
2011-05-31	85	"NO"
2011-06-01	84	"NO"
2011-06-02	82	"NO"
2011-06-03	86	"NO"
2011-06-04	83	"NO"
2011-06-05	80	"NO"
2011-06-06	83	"NO"
2011-06-07	80	"NO"
2011-06-08	83	"NO"
2011-06-09	81.814322779419	"SI"
2011-06-10	82	"NO"
2011-06-11	84	"NO"
2011-06-12	82	"NO"
2011-06-13	81.4361207171085	"SI"
2011-06-14	81.6539182971362	"SI"
2011-06-15	80	"NO"
2011-06-16	83	"NO"
2011-06-17	83	"NO"
2011-06-18	80	"NO"
2011-06-19	83	"NO"
2011-06-20	82	"NO"
2011-06-21	86	"NO"
2011-06-22	82	"NO"
2011-06-23	82	"NO"
2011-06-24	80	"NO"
2011-06-25	81	"NO"
