"Dates"	"Value"	"Modif"
2011-01-01	32.6	"NO"
2011-01-02	32.1	"NO"
2011-01-03	30.9	"NO"
2011-01-04	30.6	"NO"
2011-01-05	32.5	"NO"
2011-01-06	32.4	"NO"
2011-01-07	31.3	"NO"
2011-01-08	31	"NO"
2011-01-09	33.1	"NO"
2011-01-10	32.5	"NO"
2011-01-11	32.9	"NO"
2011-01-12	32.7	"NO"
2011-01-13	33.9	"NO"
2011-01-14	33	"NO"
2011-01-15	33.5	"NO"
2011-01-16	33.4	"NO"
2011-01-17	33	"NO"
2011-01-18	33.5	"NO"
2011-01-19	33.3	"NO"
2011-01-20	32.9	"NO"
2011-01-21	33	"NO"
2011-01-22	32.9	"NO"
2011-01-23	32.7	"NO"
2011-01-24	32.9	"NO"
2011-01-25	33.3	"NO"
2011-01-26	33.1	"NO"
2011-01-27	33	"NO"
2011-01-28	33.3	"NO"
2011-01-29	33.3	"NO"
2011-01-30	33.2	"NO"
2011-01-31	33.6	"NO"
2011-02-01	34.1	"NO"
2011-02-02	34.5	"NO"
2011-02-03	34.3	"NO"
2011-02-04	34	"NO"
2011-02-05	33.5	"NO"
2011-02-06	34.3	"NO"
2011-02-07	33.9	"NO"
2011-02-08	33.8	"NO"
2011-02-09	34.1	"NO"
2011-02-10	34.3	"NO"
2011-02-11	33.1	"NO"
2011-02-12	34.3	"NO"
2011-02-13	34	"NO"
2011-02-14	34.1	"NO"
2011-02-15	33	"NO"
2011-02-16	32.3	"NO"
2011-02-17	33.9	"NO"
2011-02-18	33.7	"NO"
2011-02-19	33.6	"NO"
2011-02-20	33.8	"NO"
2011-02-21	34.4	"NO"
2011-02-22	33.8	"NO"
2011-02-23	33.7	"NO"
2011-02-24	33.2	"NO"
2011-02-25	34.9	"NO"
2011-02-26	34.3	"NO"
2011-02-27	34.8	"NO"
2011-02-28	34.4	"NO"
2011-03-01	30	"NO"
2011-03-02	30.1	"NO"
2011-03-03	29.9	"NO"
2011-03-04	32.8	"NO"
2011-03-05	32.6	"NO"
2011-03-06	33.2	"NO"
2011-03-07	33	"NO"
2011-03-08	33.5	"NO"
2011-03-09	32.9	"NO"
2011-03-10	31.7	"NO"
2011-03-11	31	"NO"
2011-03-12	32.1	"NO"
2011-03-13	32.6	"NO"
2011-03-14	33.2	"NO"
2011-03-15	32.7	"NO"
2011-03-16	34	"NO"
2011-03-17	33.7	"NO"
2011-03-18	31.9	"NO"
2011-03-19	33.5	"NO"
2011-03-20	31.2	"NO"
2011-03-21	29.6	"NO"
2011-03-22	30.9	"NO"
2011-03-23	32.7	"NO"
2011-03-24	29.1	"NO"
2011-03-25	32.7	"NO"
2011-03-26	33.5	"NO"
2011-03-27	31.7	"NO"
2011-03-28	32.7	"NO"
2011-03-29	29.3	"NO"
2011-03-30	33.7	"NO"
2011-03-31	33.9	"NO"
2011-04-01	34.2	"NO"
2011-04-02	34	"NO"
2011-04-03	34.3	"NO"
2011-04-04	35.2	"NO"
2011-04-05	33.3	"NO"
2011-04-06	33.9	"NO"
2011-04-07	32.5	"NO"
2011-04-08	33.8	"NO"
2011-04-09	32.9	"NO"
2011-04-10	30.1	"NO"
2011-04-11	31.9	"NO"
2011-04-12	30.1	"NO"
2011-04-13	30.9	"NO"
2011-04-14	32.8	"NO"
2011-04-15	32	"NO"
2011-04-16	28.8	"NO"
2011-04-17	32.7	"NO"
