"Dates"	"Value"	"Modif"
2011-01-01	86	"NO"
2011-01-02	85	"NO"
2011-01-03	86	"NO"
2011-01-04	84	"NO"
2011-01-05	84	"NO"
2011-01-06	83	"NO"
2011-01-07	84	"NO"
2011-01-08	84	"NO"
2011-01-09	83	"NO"
2011-01-10	82	"NO"
2011-01-11	83	"NO"
2011-01-12	83	"NO"
2011-01-13	83	"NO"
2011-01-14	83	"NO"
2011-01-15	85	"NO"
2011-01-16	83	"NO"
2011-01-17	85	"NO"
2011-01-18	85	"NO"
2011-01-19	84	"NO"
2011-01-20	82	"NO"
2011-01-21	83	"NO"
2011-01-22	84	"NO"
2011-01-23	86	"NO"
2011-01-24	85	"NO"
2011-01-25	83	"NO"
2011-01-26	79	"NO"
2011-01-27	81	"NO"
2011-01-28	81	"NO"
2011-01-29	81	"NO"
2011-01-30	82	"NO"
2011-01-31	81	"NO"
2011-02-01	81	"NO"
2011-02-02	81	"NO"
2011-02-03	82	"NO"
2011-02-04	81.6437161224703	"SI"
2011-02-05	83	"NO"
2011-02-06	80.1257739313902	"SI"
2011-02-07	81	"NO"
2011-02-08	81	"NO"
2011-02-09	78	"NO"
2011-02-10	79	"NO"
2011-02-11	81	"NO"
2011-02-12	79	"NO"
2011-02-13	81	"NO"
2011-02-14	82	"NO"
2011-02-15	81	"NO"
2011-02-16	82	"NO"
2011-02-17	84	"NO"
2011-02-18	81	"NO"
2011-02-19	83	"NO"
2011-02-20	85	"NO"
2011-02-21	86	"NO"
2011-02-22	82	"NO"
2011-02-23	82	"NO"
2011-02-24	83	"NO"
2011-02-25	81	"NO"
2011-02-26	82	"NO"
2011-02-27	80	"NO"
2011-02-28	82	"NO"
2011-03-01	84	"NO"
2011-03-02	87	"NO"
2011-03-03	83	"NO"
2011-03-04	83	"NO"
2011-03-05	83	"NO"
2011-03-06	83	"NO"
2011-03-07	83	"NO"
2011-03-08	83	"NO"
2011-03-09	80	"NO"
2011-03-10	83	"NO"
2011-03-11	82	"NO"
2011-03-12	82	"NO"
2011-03-13	81	"NO"
2011-03-14	81	"NO"
2011-03-15	83	"NO"
2011-03-16	83	"NO"
2011-03-17	83	"NO"
2011-03-18	84	"NO"
2011-03-19	83	"NO"
2011-03-20	84	"NO"
2011-03-21	84	"NO"
2011-03-22	85	"NO"
2011-03-23	85	"NO"
2011-03-24	83	"NO"
2011-03-25	80	"NO"
2011-03-26	81	"NO"
2011-03-27	81.7847154728086	"SI"
2011-03-28	81	"NO"
2011-03-29	81	"NO"
2011-03-30	82	"NO"
2011-03-31	83	"NO"
2011-04-01	84	"NO"
2011-04-02	84	"NO"
2011-04-03	85	"NO"
2011-04-04	83	"NO"
2011-04-05	85	"NO"
2011-04-06	84	"NO"
2011-04-07	83	"NO"
2011-04-08	83	"NO"
2011-04-09	84	"NO"
2011-04-10	83	"NO"
2011-04-11	83	"NO"
2011-04-12	85	"NO"
2011-04-13	82	"NO"
2011-04-14	82	"NO"
2011-04-15	81	"NO"
2011-04-16	82	"NO"
2011-04-17	81	"NO"
2011-04-18	83	"NO"
2011-04-19	84	"NO"
2011-04-20	82	"NO"
2011-04-21	82	"NO"
2011-04-22	82	"NO"
2011-04-23	81	"NO"
2011-04-24	83	"NO"
2011-04-25	83	"NO"
2011-04-26	83	"NO"
2011-04-27	83	"NO"
2011-04-28	84	"NO"
2011-04-29	81	"NO"
2011-04-30	82	"NO"
2011-05-01	81	"NO"
2011-05-02	80	"NO"
2011-05-03	81	"NO"
2011-05-04	82	"NO"
2011-05-05	82	"NO"
2011-05-06	87	"NO"
2011-05-07	82	"NO"
2011-05-08	83	"NO"
2011-05-09	83	"NO"
2011-05-10	82	"NO"
2011-05-11	83	"NO"
2011-05-12	83	"NO"
2011-05-13	84	"NO"
2011-05-14	83	"NO"
2011-05-15	82	"NO"
2011-05-16	83	"NO"
2011-05-17	83	"NO"
2011-05-18	83	"NO"
2011-05-19	82	"NO"
2011-05-20	82	"NO"
2011-05-21	83	"NO"
2011-05-22	82	"NO"
2011-05-23	82	"NO"
2011-05-24	82	"NO"
2011-05-25	82	"NO"
2011-05-26	81	"NO"
2011-05-27	81	"NO"
2011-05-28	83	"NO"
2011-05-29	82	"NO"
2011-05-30	82	"NO"
2011-05-31	83	"NO"
2011-06-01	83	"NO"
2011-06-02	82	"NO"
2011-06-03	81	"NO"
2011-06-04	83	"NO"
2011-06-05	82	"NO"
2011-06-06	81	"NO"
2011-06-07	81	"NO"
2011-06-08	81	"NO"
2011-06-09	83	"NO"
2011-06-10	81	"NO"
2011-06-11	80	"NO"
2011-06-12	82	"NO"
2011-06-13	81	"NO"
2011-06-14	79	"NO"
2011-06-15	81.3155482878354	"SI"
2011-06-16	81	"NO"
2011-06-17	81	"NO"
2011-06-18	81	"NO"
2011-06-19	81	"NO"
2011-06-20	80	"NO"
2011-06-21	81	"NO"
2011-06-22	81	"NO"
2011-06-23	81	"NO"
2011-06-24	81	"NO"
