"Dates"	"Value"	"Modif"
2011-01-01	84	"NO"
2011-01-02	84	"NO"
2011-01-03	86	"NO"
2011-01-04	81	"NO"
2011-01-05	80	"NO"
2011-01-06	83	"NO"
2011-01-07	82	"NO"
2011-01-08	88	"NO"
2011-01-09	85	"NO"
2011-01-10	83.1045127464851	"SI"
2011-01-11	81	"NO"
2011-01-12	80	"NO"
2011-01-13	80	"NO"
2011-01-14	83	"NO"
2011-01-15	85	"NO"
2011-01-16	85	"NO"
2011-01-17	85	"NO"
2011-01-18	78	"NO"
2011-01-19	80	"NO"
2011-01-20	82	"NO"
2011-01-21	82	"NO"
2011-01-22	83	"NO"
2011-01-23	83	"NO"
2011-01-24	79	"NO"
2011-01-25	80	"NO"
2011-01-26	79	"NO"
2011-01-27	81	"NO"
2011-01-28	84	"NO"
2011-01-29	80	"NO"
2011-01-30	79	"NO"
2011-01-31	79	"NO"
2011-02-01	82	"NO"
2011-02-02	78	"NO"
2011-02-03	73	"NO"
2011-02-04	78	"NO"
2011-02-05	79	"NO"
2011-02-06	78	"NO"
2011-02-07	79	"NO"
2011-02-08	77	"NO"
2011-02-09	80	"NO"
2011-02-10	77	"NO"
2011-02-11	80	"NO"
2011-02-12	81	"NO"
2011-02-13	81	"NO"
2011-02-14	78	"NO"
2011-02-15	81	"NO"
2011-02-16	79	"NO"
2011-02-17	79	"NO"
2011-02-18	80	"NO"
2011-02-19	78	"NO"
2011-02-20	82	"NO"
2011-02-21	79	"NO"
2011-02-22	76	"NO"
2011-02-23	79	"NO"
2011-02-24	82	"NO"
2011-02-25	80	"NO"
2011-02-26	75	"NO"
2011-02-27	79	"NO"
2011-02-28	82	"NO"
2011-03-01	77	"NO"
2011-03-02	81	"NO"
2011-03-03	84	"NO"
2011-03-04	82	"NO"
2011-03-05	79	"NO"
2011-03-06	80	"NO"
2011-03-07	78	"NO"
2011-03-08	78	"NO"
2011-03-09	79	"NO"
2011-03-10	84	"NO"
2011-03-11	78	"NO"
2011-03-12	83	"NO"
2011-03-13	84	"NO"
2011-03-14	74	"NO"
2011-03-15	82	"NO"
2011-03-16	79	"NO"
2011-03-17	79	"NO"
2011-03-18	80	"NO"
2011-03-19	80	"NO"
2011-03-20	82	"NO"
2011-03-21	83	"NO"
2011-03-22	86	"NO"
2011-03-23	80	"NO"
2011-03-24	80	"NO"
2011-03-25	82	"NO"
2011-03-26	82	"NO"
2011-03-27	82	"NO"
2011-03-28	80	"NO"
2011-03-29	78	"NO"
2011-03-30	80	"NO"
2011-03-31	80	"NO"
2011-04-01	79	"NO"
2011-04-02	79	"NO"
2011-04-03	78	"NO"
2011-04-04	78	"NO"
2011-04-05	78	"NO"
2011-04-06	79	"NO"
2011-04-07	80	"NO"
2011-04-08	89	"NO"
2011-04-09	81	"NO"
2011-04-10	82	"NO"
2011-04-11	83	"NO"
2011-04-12	83	"NO"
2011-04-13	81	"NO"
2011-04-14	87	"NO"
2011-04-15	80	"NO"
2011-04-16	90	"NO"
2011-04-17	82	"NO"
2011-04-18	82	"NO"
2011-04-19	82	"NO"
2011-04-20	85	"NO"
2011-04-21	84	"NO"
2011-04-22	81	"NO"
2011-04-23	80	"NO"
2011-04-24	84	"NO"
2011-04-25	80	"NO"
2011-04-26	82	"NO"
2011-04-27	75	"NO"
2011-04-28	89	"NO"
2011-04-29	82	"NO"
2011-04-30	81	"NO"
2011-05-01	86	"NO"
2011-05-02	82	"NO"
2011-05-03	82	"NO"
2011-05-04	83	"NO"
2011-05-05	86	"NO"
2011-05-06	78	"NO"
2011-05-07	81	"NO"
2011-05-08	77	"NO"
2011-05-09	82	"NO"
2011-05-10	78	"NO"
2011-05-11	79	"NO"
2011-05-12	84	"NO"
2011-05-13	89	"NO"
2011-05-14	78	"NO"
2011-05-15	83	"NO"
2011-05-16	82	"NO"
2011-05-17	90	"NO"
2011-05-18	82	"NO"
2011-05-19	76	"NO"
2011-05-20	78	"NO"
2011-05-21	80	"NO"
2011-05-22	84	"NO"
2011-05-23	80	"NO"
2011-05-24	81	"NO"
2011-05-25	88	"NO"
2011-05-26	81	"NO"
2011-05-27	84	"NO"
2011-05-28	87	"NO"
2011-05-29	82	"NO"
2011-05-30	80	"NO"
2011-05-31	87	"NO"
2011-06-01	90	"NO"
2011-06-02	84	"NO"
2011-06-03	83	"NO"
2011-06-04	83	"NO"
2011-06-05	84	"NO"
2011-06-06	79	"NO"
2011-06-07	83	"NO"
2011-06-08	88	"NO"
2011-06-09	80	"NO"
2011-06-10	80	"NO"
