"Dates"	"Value"	"Modif"
2011-01-01	85	"NO"
2011-01-02	85	"NO"
2011-01-03	86	"NO"
2011-01-04	86.446589834307	"SI"
2011-01-05	86	"NO"
2011-01-06	87	"NO"
2011-01-07	86	"NO"
2011-01-08	88	"NO"
2011-01-09	84.8365292969154	"SI"
2011-01-10	85.1209118951422	"SI"
2011-01-11	82.8922598728257	"SI"
2011-01-12	84.4042089070927	"SI"
2011-01-13	84.0660866555206	"SI"
2011-01-14	85	"NO"
2011-01-15	85	"NO"
2011-01-16	85	"NO"
2011-01-17	83	"NO"
2011-01-18	84.7980980792943	"SI"
2011-01-19	85.2276196207236	"SI"
2011-01-20	85	"NO"
2011-01-21	83.9445176588261	"SI"
2011-01-22	85.2950642103657	"SI"
2011-01-23	86	"NO"
2011-01-24	86	"NO"
2011-01-25	84	"NO"
2011-01-26	84.7080164313881	"SI"
2011-01-27	83.1509839218794	"SI"
2011-01-28	84	"NO"
2011-01-29	83	"NO"
2011-01-30	83	"NO"
2011-01-31	83.96773101731	"SI"
2011-02-01	80	"NO"
2011-02-02	81	"NO"
2011-02-03	82	"NO"
2011-02-04	82.3759211903495	"SI"
2011-02-05	82	"NO"
2011-02-06	84.4050539959385	"SI"
2011-02-07	81	"NO"
2011-02-08	82	"NO"
2011-02-09	79	"NO"
2011-02-10	80.8349729741777	"SI"
2011-02-11	78	"NO"
2011-02-12	80	"NO"
2011-02-13	82.5419269570258	"SI"
2011-02-14	79	"NO"
2011-02-15	82.6983940336044	"SI"
2011-02-16	83	"NO"
2011-02-17	83.4423074130651	"SI"
2011-02-18	84	"NO"
2011-02-19	83.5542465752047	"SI"
2011-02-20	81.4004306004265	"SI"
2011-02-21	76	"NO"
2011-02-22	81.2025387179173	"SI"
2011-02-23	81	"NO"
2011-02-24	82	"NO"
2011-02-25	83.3718950042776	"SI"
2011-02-26	81	"NO"
2011-02-27	81	"NO"
2011-02-28	81.7386876448064	"SI"
2011-03-01	89.9224166092976	"SI"
2011-03-02	81	"NO"
2011-03-03	87.2769859303541	"SI"
2011-03-04	85.8829629464774	"SI"
2011-03-05	84.0742792525681	"SI"
2011-03-06	80.6133800456415	"SI"
2011-03-07	78	"NO"
2011-03-08	80	"NO"
2011-03-09	81.6698679156567	"SI"
2011-03-10	87.6619384247572	"SI"
2011-03-11	85.3118307882291	"SI"
2011-03-12	87.122215721625	"SI"
2011-03-13	85.8355315416232	"SI"
2011-03-14	82.5642650450794	"SI"
2011-03-15	80	"NO"
2011-03-16	79	"NO"
2011-03-17	80.2708416370544	"SI"
2011-03-18	79	"NO"
2011-03-19	81	"NO"
2011-03-20	82	"NO"
2011-03-21	89	"NO"
2011-03-22	84	"NO"
2011-03-23	85.0668108051256	"SI"
2011-03-24	84.7943546615906	"SI"
2011-03-25	82	"NO"
2011-03-26	84.6644568029301	"SI"
2011-03-27	86	"NO"
2011-03-28	85.160740551737	"SI"
2011-03-29	84.8235952987914	"SI"
2011-03-30	83.2386306273608	"SI"
2011-03-31	83.4430027792468	"SI"
2011-04-01	80.3100522973602	"SI"
2011-04-02	78	"NO"
2011-04-03	83	"NO"
2011-04-04	82.7289562834647	"SI"
2011-04-05	81.7714624893394	"SI"
2011-04-06	83.2923581822134	"SI"
2011-04-07	85	"NO"
2011-04-08	85	"NO"
2011-04-09	85	"NO"
2011-04-10	84	"NO"
2011-04-11	88.4033435630487	"SI"
2011-04-12	86	"NO"
2011-04-13	87.3005873029341	"SI"
2011-04-14	86.1924569621537	"SI"
2011-04-15	85	"NO"
2011-04-16	92.6559732142857	"SI"
2011-04-17	84	"NO"
2011-04-18	84	"NO"
2011-04-19	82	"NO"
2011-04-20	81	"NO"
2011-04-21	88.2725520585926	"SI"
2011-04-22	87.8446190513114	"SI"
2011-04-23	83.7879781406268	"SI"
2011-04-24	84	"NO"
2011-04-25	81.4863349035228	"SI"
2011-04-26	86	"NO"
2011-04-27	81.4863349035228	"SI"
