"Dates"	"Value"	"Modif"
2011-01-01	382.441184289439	"NO"
2011-01-02	428.484164071432	"SI"
2011-01-03	511.660187511672	"NO"
2011-01-04	428.108802788551	"SI"
2011-01-05	338.004727264113	"SI"
2011-01-06	459.746614503848	"SI"
2011-01-07	457.376974914901	"SI"
2011-01-08	443.250382773772	"SI"
2011-01-09	413.846378017792	"SI"
2011-01-10	380.14067327239	"SI"
2011-01-11	397.159349404449	"SI"
2011-01-12	504.530406323308	"NO"
2011-01-13	468.663062606238	"NO"
2011-01-14	422.688822099528	"NO"
2011-01-15	473.613494928593	"NO"
2011-01-16	454.351273863282	"NO"
2011-01-17	385.731748437662	"SI"
2011-01-18	472.85253047133	"NO"
2011-01-19	440.075856998041	"NO"
2011-01-20	474.684842880314	"NO"
2011-01-21	502.674188403959	"NO"
2011-01-22	496.916421364652	"NO"
2011-01-23	436.865248254215	"NO"
2011-01-24	441.188242207428	"NO"
2011-01-25	472.787114559526	"NO"
2011-01-26	374.841605179453	"NO"
2011-01-27	491.937225346746	"NO"
2011-01-28	434.774466768298	"NO"
2011-01-29	449.483721500342	"NO"
2011-01-30	495.218800810245	"NO"
2011-01-31	451.52518623703	"NO"
2011-02-01	497.46220134871	"NO"
2011-02-02	526.286452390113	"NO"
2011-02-03	541.359638944072	"NO"
2011-02-04	535.644573802993	"NO"
2011-02-05	522.941412237459	"NO"
2011-02-06	482.266684600764	"NO"
2011-02-07	535.842542456164	"NO"
2011-02-08	498.52648286477	"NO"
2011-02-09	510.21384032036	"NO"
2011-02-10	546.575700802689	"NO"
2011-02-11	516.088757896692	"NO"
2011-02-12	499.603035113733	"NO"
2011-02-13	359.136777539328	"NO"
2011-02-14	434.483124844552	"NO"
2011-02-15	286.200439204257	"NO"
2011-02-16	404.423933037223	"NO"
2011-02-17	319.712057521216	"NO"
2011-02-18	520.673336237975	"NO"
2011-02-19	514.640267625002	"NO"
2011-02-20	487.038679114364	"NO"
2011-02-21	563.582156206922	"NO"
2011-02-22	510.725263300856	"NO"
2011-02-23	504.568028756346	"NO"
2011-02-24	263.4271476126	"NO"
2011-02-25	513.861720104826	"NO"
2011-02-26	387.937923267576	"NO"
2011-02-27	444.785483681698	"SI"
2011-02-28	385.86881796685	"NO"
2011-03-01	244.496377022396	"NO"
2011-03-02	230.425049553089	"NO"
2011-03-03	351.553156095454	"NO"
2011-03-04	494.986798255608	"NO"
2011-03-05	517.833849990661	"NO"
2011-03-06	515.024474999752	"NO"
2011-03-07	530.562089329975	"NO"
2011-03-08	505.630934113606	"NO"
2011-03-09	539.570748108622	"NO"
2011-03-10	378.040378398449	"NO"
2011-03-11	504.197387261995	"NO"
2011-03-12	337.588023983348	"SI"
2011-03-13	568.495106506357	"NO"
2011-03-14	587.732746175122	"NO"
2011-03-15	540.231554753528	"NO"
2011-03-16	511.173411340515	"NO"
2011-03-17	534.039404296135	"NO"
2011-03-18	333.885893926267	"NO"
2011-03-19	423.561029013497	"NO"
2011-03-20	290.003854761798	"NO"
2011-03-21	230.751773226596	"NO"
2011-03-22	380.102850622398	"NO"
2011-03-23	529.589702092758	"NO"
2011-03-24	447.928498313766	"NO"
2011-03-25	414.684047500049	"NO"
2011-03-26	258.214076341057	"NO"
2011-03-27	269.652401449516	"NO"
2011-03-28	314.69350824651	"NO"
2011-03-29	374.677035084539	"NO"
2011-03-30	457.072900434975	"NO"
2011-03-31	412.437000365358	"NO"
2011-04-01	435.024494835279	"NO"
2011-04-02	427.701500744076	"NO"
2011-04-03	468.920436520593	"NO"
2011-04-04	506.371350995463	"NO"
2011-04-05	398.141330209064	"NO"
2011-04-06	349.673552322257	"NO"
2011-04-07	234.027533970649	"NO"
2011-04-08	267.692683116535	"NO"
2011-04-09	431.868203010957	"NO"
2011-04-10	290.168164769615	"NO"
2011-04-11	334.910604882745	"NO"
2011-04-12	442.9142214014	"NO"
